"Bay","Project","Site","Period","Season","Weight","Num_quads","CPUE_Weight","Roundwt","SP"
"Apalachicola","FWC-2021","Cat Point",13,"Summer",240.14,30,8.00466666666667,240,"Cat Point_FWC-2021"
"Apalachicola","FWC-2021","Cat Point",14,"Winter",202.03,30,6.73433333333333,202,"Cat Point_FWC-2021"
"Apalachicola","FWC-2021","Cat Point",15,"Summer",97.81,15,6.52066666666667,98,"Cat Point_FWC-2021"
"Apalachicola","FWC-2021","East Lumps",13,"Summer",193.59,30,6.453,194,"East Lumps_FWC-2021"
"Apalachicola","FWC-2021","East Lumps",14,"Winter",266.44,30,8.88133333333333,266,"East Lumps_FWC-2021"
"Apalachicola","FWC-2021","East Lumps",15,"Summer",129.1,15,8.60666666666667,129,"East Lumps_FWC-2021"
"Apalachicola","FWC-2021","Lighthouse Bar",13,"Summer",169.02,30,5.634,169,"Lighthouse Bar_FWC-2021"
"Apalachicola","FWC-2021","Lighthouse Bar",14,"Winter",306.54,30,10.218,307,"Lighthouse Bar_FWC-2021"
"Apalachicola","FWC-2021","Lighthouse Bar",15,"Summer",137.58,15,9.172,138,"Lighthouse Bar_FWC-2021"
"Apalachicola","GEBF-5007","8 Mile",13,"Summer",160.78,30,5.35933333333333,161,"8 Mile_GEBF-5007"
"Apalachicola","GEBF-5007","8 Mile",7,"Summer",120.58,30,4.01933333333333,121,"8 Mile_GEBF-5007"
"Apalachicola","GEBF-5007","8 Mile",9,"Summer",83.08,30,2.76933333333333,83,"8 Mile_GEBF-5007"
"Apalachicola","GEBF-5007","9 Mile B",13,"Summer",1.09,15,0.0726666666666667,1,"9 Mile B_GEBF-5007"
"Apalachicola","GEBF-5007","9 Mile B",7,"Summer",0.31,5,0.062,0,"9 Mile B_GEBF-5007"
"Apalachicola","GEBF-5007","9 Mile B",9,"Summer",0,25,0,0,"9 Mile B_GEBF-5007"
"Apalachicola","GEBF-5007","Bulkhead",13,"Summer",108.11,15,7.20733333333333,108,"Bulkhead_GEBF-5007"
"Apalachicola","GEBF-5007","Bulkhead",7,"Summer",106.48,15,7.09866666666667,106,"Bulkhead_GEBF-5007"
"Apalachicola","GEBF-5007","Bulkhead",9,"Summer",94.43,15,6.29533333333333,94,"Bulkhead_GEBF-5007"
"Apalachicola","GEBF-5007","Cabbage Top",12,"Winter",107.47,15,7.16466666666667,107,"Cabbage Top_GEBF-5007"
"Apalachicola","GEBF-5007","Cabbage Top",7,"Summer",88.25,15,5.88333333333333,88,"Cabbage Top_GEBF-5007"
"Apalachicola","GEBF-5007","Cabbage Top",9,"Summer",122.99,15,8.19933333333333,123,"Cabbage Top_GEBF-5007"
"Apalachicola","GEBF-5007","Cat Point Spur",13,"Summer",177.67,30,5.92233333333333,178,"Cat Point Spur_GEBF-5007"
"Apalachicola","GEBF-5007","Cat Point Spur",7,"Summer",124.62,30,4.154,125,"Cat Point Spur_GEBF-5007"
"Apalachicola","GEBF-5007","Cat Point Spur",9,"Summer",229.89,30,7.663,230,"Cat Point Spur_GEBF-5007"
"Apalachicola","GEBF-5007","Cat Point",13,"Summer",245.36,45,5.45244444444444,245,"Cat Point_GEBF-5007"
"Apalachicola","GEBF-5007","Cat Point",7,"Summer",173.28,45,3.85066666666667,173,"Cat Point_GEBF-5007"
"Apalachicola","GEBF-5007","Cat Point",9,"Summer",214.85,45,4.77444444444444,215,"Cat Point_GEBF-5007"
"Apalachicola","GEBF-5007","East Hole",13,"Summer",446.82,90,4.96466666666667,447,"East Hole_GEBF-5007"
"Apalachicola","GEBF-5007","East Hole",7,"Summer",466.12,90,5.17911111111111,466,"East Hole_GEBF-5007"
"Apalachicola","GEBF-5007","East Hole",9,"Summer",433.66,90,4.81844444444444,434,"East Hole_GEBF-5007"
"Apalachicola","GEBF-5007","Hotel Bar",12,"Winter",308.19,45,6.84866666666667,308,"Hotel Bar_GEBF-5007"
"Apalachicola","GEBF-5007","Hotel Bar",7,"Summer",172.59,45,3.83533333333333,173,"Hotel Bar_GEBF-5007"
"Apalachicola","GEBF-5007","Hotel Bar",9,"Summer",219.24,45,4.872,219,"Hotel Bar_GEBF-5007"
"Apalachicola","GEBF-5007","King 9 Mile",13,"Summer",66.95,15,4.46333333333333,67,"King 9 Mile_GEBF-5007"
"Apalachicola","GEBF-5007","King 9 Mile",7,"Summer",15.09,15,1.006,15,"King 9 Mile_GEBF-5007"
"Apalachicola","GEBF-5007","King 9 Mile",9,"Summer",29.09,15,1.93933333333333,29,"King 9 Mile_GEBF-5007"
"Apalachicola","GEBF-5007","Monkeys Elbow",13,"Summer",141.85,30,4.72833333333333,142,"Monkeys Elbow_GEBF-5007"
"Apalachicola","GEBF-5007","Monkeys Elbow",7,"Summer",139.21,30,4.64033333333333,139,"Monkeys Elbow_GEBF-5007"
"Apalachicola","GEBF-5007","Monkeys Elbow",9,"Summer",190.55,30,6.35166666666667,191,"Monkeys Elbow_GEBF-5007"
"Apalachicola","GEBF-5007","North Spur",12,"Winter",168.28,30,5.60933333333333,168,"North Spur_GEBF-5007"
"Apalachicola","GEBF-5007","North Spur",7,"Summer",177.46,30,5.91533333333333,177,"North Spur_GEBF-5007"
"Apalachicola","GEBF-5007","North Spur",9,"Summer",190.57,30,6.35233333333333,191,"North Spur_GEBF-5007"
"Apalachicola","GEBF-5007","Peanut Ridge",13,"Summer",162.73,30,5.42433333333333,163,"Peanut Ridge_GEBF-5007"
"Apalachicola","GEBF-5007","Peanut Ridge",7,"Summer",121.55,30,4.05166666666667,122,"Peanut Ridge_GEBF-5007"
"Apalachicola","GEBF-5007","Peanut Ridge",9,"Summer",150.46,30,5.01533333333333,150,"Peanut Ridge_GEBF-5007"
"Apalachicola","NFWF-1","Bulkhead",2,"Winter",301.5,121,2.49173553719008,302,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",3,"Summer",243.8,120,2.03166666666667,244,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",4,"Winter",224.65,121,1.85661157024793,225,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",5,"Summer",218.75,120,1.82291666666667,219,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",6,"Winter",166.1,120,1.38416666666667,166,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",7,"Summer",157.15,120,1.30958333333333,157,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",8,"Winter",81.5,120,0.679166666666667,82,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Bulkhead",9,"Summer",85.55,120,0.712916666666667,86,"Bulkhead_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",2,"Winter",197.85,120,1.64875,198,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",3,"Summer",241.65,120,2.01375,242,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",4,"Winter",221.5,120,1.84583333333333,222,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",5,"Summer",225.1,120,1.87583333333333,225,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",6,"Winter",202.05,120,1.68375,202,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",7,"Summer",181.45,120,1.51208333333333,181,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",8,"Winter",97.4,120,0.811666666666667,97,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Dry Bar",9,"Summer",129.3,120,1.0775,129,"Dry Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",2,"Winter",302.8,120,2.52333333333333,303,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",3,"Summer",414.2,120,3.45166666666667,414,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",4,"Winter",161.5,121,1.33471074380165,162,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",5,"Summer",253.35,120,2.11125,253,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",6,"Winter",224.75,120,1.87291666666667,225,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",7,"Summer",168.2,120,1.40166666666667,168,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",8,"Winter",125.8,120,1.04833333333333,126,"Hotel Bar_NFWF-1"
"Apalachicola","NFWF-1","Hotel Bar",9,"Summer",146.55,120,1.22125,147,"Hotel Bar_NFWF-1"
"Apalachicola","NRDA-4044","Bayou Flats",10,"Winter",42.4,15,2.82666666666667,42,"Bayou Flats_NRDA-4044"
"Apalachicola","NRDA-4044","Bayou Flats",13,"Summer",40.92,14,2.92285714285714,41,"Bayou Flats_NRDA-4044"
"Apalachicola","NRDA-4044","Bayou Flats",5,"Summer",71.98,15,4.79866666666667,72,"Bayou Flats_NRDA-4044"
"Apalachicola","NRDA-4044","Bayou Flats",6,"Winter",14.13,15,0.942,14,"Bayou Flats_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Lumps",13,"Summer",35.51,15,2.36733333333333,36,"Cabbage Lumps_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Lumps",5,"Summer",26.9,15,1.79333333333333,27,"Cabbage Lumps_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Lumps",6,"Winter",27.05,15,1.80333333333333,27,"Cabbage Lumps_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Lumps",9,"Summer",24.95,15,1.66333333333333,25,"Cabbage Lumps_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Top",13,"Summer",4.54,30,0.151333333333333,5,"Cabbage Top_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Top",5,"Summer",31.64,30,1.05466666666667,32,"Cabbage Top_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Top",7,"Summer",23.1,30,0.77,23,"Cabbage Top_NRDA-4044"
"Apalachicola","NRDA-4044","Cabbage Top",9,"Summer",16.51,30,0.550333333333333,17,"Cabbage Top_NRDA-4044"
"Apalachicola","NRDA-4044","Cat Point",10,"Winter",34.95,30,1.165,35,"Cat Point_NRDA-4044"
"Apalachicola","NRDA-4044","Cat Point",14,"Winter",11.54,30,0.384666666666667,12,"Cat Point_NRDA-4044"
"Apalachicola","NRDA-4044","Cat Point",5,"Summer",64.37,30,2.14566666666667,64,"Cat Point_NRDA-4044"
"Apalachicola","NRDA-4044","Cat Point",6,"Winter",65.29,30,2.17633333333333,65,"Cat Point_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",10,"Winter",54.83,60,0.913833333333333,55,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",13,"Summer",52.49,45,1.16644444444444,52,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",14,"Winter",38.92,15,2.59466666666667,39,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",3,"Summer",14.76,5,2.952,15,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",5,"Summer",139.86,55,2.54290909090909,140,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",6,"Winter",68.88,45,1.53066666666667,69,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Dry Bar",7,"Summer",36.5,15,2.43333333333333,36,"Dry Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Eleven Mile",10,"Winter",65.5,30,2.18333333333333,66,"Eleven Mile_NRDA-4044"
"Apalachicola","NRDA-4044","Eleven Mile",13,"Summer",73.5,30,2.45,74,"Eleven Mile_NRDA-4044"
"Apalachicola","NRDA-4044","Eleven Mile",5,"Summer",106.78,30,3.55933333333333,107,"Eleven Mile_NRDA-4044"
"Apalachicola","NRDA-4044","Eleven Mile",6,"Winter",69.9,30,2.33,70,"Eleven Mile_NRDA-4044"
"Apalachicola","NRDA-4044","Green Point",13,"Summer",42.11,15,2.80733333333333,42,"Green Point_NRDA-4044"
"Apalachicola","NRDA-4044","Green Point",5,"Summer",9.74,15,0.649333333333333,10,"Green Point_NRDA-4044"
"Apalachicola","NRDA-4044","Green Point",6,"Winter",31.55,15,2.10333333333333,32,"Green Point_NRDA-4044"
"Apalachicola","NRDA-4044","Green Point",9,"Summer",19.22,15,1.28133333333333,19,"Green Point_NRDA-4044"
"Apalachicola","NRDA-4044","Hotel Bar",10,"Winter",75.45,45,1.67666666666667,75,"Hotel Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Hotel Bar",13,"Summer",44.36,45,0.985777777777778,44,"Hotel Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Hotel Bar",5,"Summer",75.91,45,1.68688888888889,76,"Hotel Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Hotel Bar",6,"Winter",91.57,45,2.03488888888889,92,"Hotel Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Lighthouse Bar",10,"Winter",61.15,30,2.03833333333333,61,"Lighthouse Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Lighthouse Bar",13,"Summer",43.04,30,1.43466666666667,43,"Lighthouse Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Lighthouse Bar",5,"Summer",69.3,30,2.31,69,"Lighthouse Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Lighthouse Bar",6,"Winter",74.51,30,2.48366666666667,75,"Lighthouse Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Little Gully",10,"Winter",36.19,30,1.20633333333333,36,"Little Gully_NRDA-4044"
"Apalachicola","NRDA-4044","Little Gully",13,"Summer",45.68,30,1.52266666666667,46,"Little Gully_NRDA-4044"
"Apalachicola","NRDA-4044","Little Gully",5,"Summer",70.51,30,2.35033333333333,71,"Little Gully_NRDA-4044"
"Apalachicola","NRDA-4044","Little Gully",7,"Summer",48.84,30,1.628,49,"Little Gully_NRDA-4044"
"Apalachicola","NRDA-4044","Normans Bar",10,"Winter",98.87,60,1.64783333333333,99,"Normans Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Normans Bar",14,"Winter",105.83,60,1.76383333333333,106,"Normans Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Normans Bar",5,"Summer",138.24,60,2.304,138,"Normans Bar_NRDA-4044"
"Apalachicola","NRDA-4044","Normans Bar",6,"Winter",178.56,60,2.976,179,"Normans Bar_NRDA-4044"
"Apalachicola","NRDA-4044","North Spur",13,"Summer",21.24,15,1.416,21,"North Spur_NRDA-4044"
"Apalachicola","NRDA-4044","North Spur",5,"Summer",18.53,15,1.23533333333333,19,"North Spur_NRDA-4044"
"Apalachicola","NRDA-4044","North Spur",6,"Winter",32.55,15,2.17,33,"North Spur_NRDA-4044"
"Apalachicola","NRDA-4044","North Spur",9,"Summer",37.82,15,2.52133333333333,38,"North Spur_NRDA-4044"
"Apalachicola","NRDA-4044","Redfish Creek",10,"Winter",83.94,45,1.86533333333333,84,"Redfish Creek_NRDA-4044"
"Apalachicola","NRDA-4044","Redfish Creek",13,"Summer",72.32,45,1.60711111111111,72,"Redfish Creek_NRDA-4044"
"Apalachicola","NRDA-4044","Redfish Creek",5,"Summer",164.98,45,3.66622222222222,165,"Redfish Creek_NRDA-4044"
"Apalachicola","NRDA-4044","Redfish Creek",6,"Winter",88.39,45,1.96422222222222,88,"Redfish Creek_NRDA-4044"
"Pensacola","NRDA-4044","Big John Bar",10,"Winter",36.87,15,2.458,37,"Big John Bar_NRDA-4044"
"Pensacola","NRDA-4044","Big John Bar",15,"Summer",40.86,15,2.724,41,"Big John Bar_NRDA-4044"
"Pensacola","NRDA-4044","Big John Bar",6,"Winter",63.18,15,4.212,63,"Big John Bar_NRDA-4044"
"Pensacola","NRDA-4044","Big John Bar",7,"Summer",33.7,15,2.24666666666667,34,"Big John Bar_NRDA-4044"
"Pensacola","NRDA-4044","Boathouse Lumps",10,"Winter",53.89,30,1.79633333333333,54,"Boathouse Lumps_NRDA-4044"
"Pensacola","NRDA-4044","Boathouse Lumps",15,"Summer",45.35,30,1.51166666666667,45,"Boathouse Lumps_NRDA-4044"
"Pensacola","NRDA-4044","Boathouse Lumps",5,"Summer",72.08,30,2.40266666666667,72,"Boathouse Lumps_NRDA-4044"
"Pensacola","NRDA-4044","Boathouse Lumps",7,"Summer",50.31,30,1.677,50,"Boathouse Lumps_NRDA-4044"
"Pensacola","NRDA-4044","East River",10,"Winter",135.3,60,2.255,135,"East River_NRDA-4044"
"Pensacola","NRDA-4044","East River",15,"Summer",109.38,60,1.823,109,"East River_NRDA-4044"
"Pensacola","NRDA-4044","East River",6,"Winter",118.55,60,1.97583333333333,119,"East River_NRDA-4044"
"Pensacola","NRDA-4044","East River",7,"Summer",153.63,60,2.5605,154,"East River_NRDA-4044"
"Pensacola","NRDA-4044","Escribano Point",10,"Winter",106.91,30,3.56366666666667,107,"Escribano Point_NRDA-4044"
"Pensacola","NRDA-4044","Escribano Point",15,"Summer",92.99,30,3.09966666666667,93,"Escribano Point_NRDA-4044"
"Pensacola","NRDA-4044","Escribano Point",5,"Summer",62.35,30,2.07833333333333,62,"Escribano Point_NRDA-4044"
"Pensacola","NRDA-4044","Escribano Point",7,"Summer",114.18,30,3.806,114,"Escribano Point_NRDA-4044"
"Pensacola","NRDA-4044","Half Moon Bar",10,"Winter",47.81,15,3.18733333333333,48,"Half Moon Bar_NRDA-4044"
"Pensacola","NRDA-4044","Half Moon Bar",15,"Summer",35.28,15,2.352,35,"Half Moon Bar_NRDA-4044"
"Pensacola","NRDA-4044","Half Moon Bar",6,"Winter",41.01,15,2.734,41,"Half Moon Bar_NRDA-4044"
"Pensacola","NRDA-4044","Half Moon Bar",7,"Summer",48.12,15,3.208,48,"Half Moon Bar_NRDA-4044"
"Pensacola","NRDA-4044","Mussel Beds",10,"Winter",27.7,15,1.84666666666667,28,"Mussel Beds_NRDA-4044"
"Pensacola","NRDA-4044","Mussel Beds",15,"Summer",5.68,15,0.378666666666667,6,"Mussel Beds_NRDA-4044"
"Pensacola","NRDA-4044","Mussel Beds",5,"Summer",14.33,15,0.955333333333333,14,"Mussel Beds_NRDA-4044"
"Pensacola","NRDA-4044","Mussel Beds",7,"Summer",7.03,15,0.468666666666667,7,"Mussel Beds_NRDA-4044"
"Pensacola","NRDA-4044","No Name Bar",10,"Winter",35.52,15,2.368,36,"No Name Bar_NRDA-4044"
"Pensacola","NRDA-4044","No Name Bar",15,"Summer",19.7,15,1.31333333333333,20,"No Name Bar_NRDA-4044"
"Pensacola","NRDA-4044","No Name Bar",5,"Summer",27.13,15,1.80866666666667,27,"No Name Bar_NRDA-4044"
"Pensacola","NRDA-4044","No Name Bar",7,"Summer",36.63,15,2.442,37,"No Name Bar_NRDA-4044"
"Pensacola","NRDA-4044","Point No Point Bar",10,"Winter",5.66,15,0.377333333333333,6,"Point No Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","Point No Point Bar",15,"Summer",4.48,15,0.298666666666667,4,"Point No Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","Point No Point Bar",5,"Summer",8.43,15,0.562,8,"Point No Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","Point No Point Bar",7,"Summer",12.17,15,0.811333333333333,12,"Point No Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","Square Bar",10,"Winter",37.07,15,2.47133333333333,37,"Square Bar_NRDA-4044"
"Pensacola","NRDA-4044","Square Bar",15,"Summer",28.26,15,1.884,28,"Square Bar_NRDA-4044"
"Pensacola","NRDA-4044","Square Bar",6,"Winter",31.45,15,2.09666666666667,31,"Square Bar_NRDA-4044"
"Pensacola","NRDA-4044","Square Bar",7,"Summer",46.2,15,3.08,46,"Square Bar_NRDA-4044"
"Pensacola","NRDA-4044","Trout Bayou",10,"Winter",96.92,45,2.15377777777778,97,"Trout Bayou_NRDA-4044"
"Pensacola","NRDA-4044","Trout Bayou",15,"Summer",70.56,45,1.568,71,"Trout Bayou_NRDA-4044"
"Pensacola","NRDA-4044","Trout Bayou",5,"Summer",98.19,45,2.182,98,"Trout Bayou_NRDA-4044"
"Pensacola","NRDA-4044","Trout Bayou",7,"Summer",80.26,45,1.78355555555556,80,"Trout Bayou_NRDA-4044"
"Pensacola","NRDA-4044","White Point Bar",10,"Winter",85.39,30,2.84633333333333,85,"White Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","White Point Bar",15,"Summer",69.15,30,2.305,69,"White Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","White Point Bar",6,"Winter",74.64,30,2.488,75,"White Point Bar_NRDA-4044"
"Pensacola","NRDA-4044","White Point Bar",7,"Summer",89.57,30,2.98566666666667,90,"White Point Bar_NRDA-4044"
"St. Andrew","NRDA-4044","Crooked Creek Point",10,"Winter",0,15,0,0,"Crooked Creek Point_NRDA-4044"
"St. Andrew","NRDA-4044","Crooked Creek Point",5,"Summer",22.46,15,1.49733333333333,22,"Crooked Creek Point_NRDA-4044"
"St. Andrew","NRDA-4044","Crooked Creek Point",7,"Summer",28.94,15,1.92933333333333,29,"Crooked Creek Point_NRDA-4044"
"St. Andrew","NRDA-4044","Doyle Bayou",10,"Winter",32.25,30,1.075,32,"Doyle Bayou_NRDA-4044"
"St. Andrew","NRDA-4044","Doyle Bayou",5,"Summer",115.74,30,3.858,116,"Doyle Bayou_NRDA-4044"
"St. Andrew","NRDA-4044","Doyle Bayou",7,"Summer",50.54,30,1.68466666666667,51,"Doyle Bayou_NRDA-4044"
"St. Andrew","NRDA-4044","East Power Lines",10,"Winter",58.73,15,3.91533333333333,59,"East Power Lines_NRDA-4044"
"St. Andrew","NRDA-4044","East Power Lines",5,"Summer",11.81,15,0.787333333333333,12,"East Power Lines_NRDA-4044"
"St. Andrew","NRDA-4044","East Power Lines",7,"Summer",44.38,15,2.95866666666667,44,"East Power Lines_NRDA-4044"
"St. Andrew","NRDA-4044","Goose Point",10,"Winter",35.61,15,2.374,36,"Goose Point_NRDA-4044"
"St. Andrew","NRDA-4044","Goose Point",5,"Summer",40.17,15,2.678,40,"Goose Point_NRDA-4044"
"St. Andrew","NRDA-4044","Goose Point",7,"Summer",64.44,15,4.296,64,"Goose Point_NRDA-4044"
"St. Andrew","NRDA-4044","Little Oyster Bar Point",10,"Winter",26.01,15,1.734,26,"Little Oyster Bar Point_NRDA-4044"
"St. Andrew","NRDA-4044","Little Oyster Bar Point",5,"Summer",12.75,12,1.0625,13,"Little Oyster Bar Point_NRDA-4044"
"St. Andrew","NRDA-4044","Little Oyster Bar Point",7,"Summer",42.33,15,2.822,42,"Little Oyster Bar Point_NRDA-4044"
"St. Andrew","NRDA-4044","Newman Bayou Bar",10,"Winter",0.36,15,0.024,0,"Newman Bayou Bar_NRDA-4044"
"St. Andrew","NRDA-4044","Newman Bayou Bar",5,"Summer",15.43,15,1.02866666666667,15,"Newman Bayou Bar_NRDA-4044"
"St. Andrew","NRDA-4044","Newman Bayou Bar",7,"Summer",35.14,15,2.34266666666667,35,"Newman Bayou Bar_NRDA-4044"
"St. Andrew","NRDA-4044","Off Little Oyster Bar Ridge",10,"Winter",33.39,15,2.226,33,"Off Little Oyster Bar Ridge_NRDA-4044"
"St. Andrew","NRDA-4044","Off Little Oyster Bar Ridge",5,"Summer",32.6,15,2.17333333333333,33,"Off Little Oyster Bar Ridge_NRDA-4044"
"St. Andrew","NRDA-4044","Off Little Oyster Bar Ridge",7,"Summer",83.84,15,5.58933333333333,84,"Off Little Oyster Bar Ridge_NRDA-4044"
"St. Andrew","NRDA-4044","South Channel Ridge",10,"Winter",54.36,15,3.624,54,"South Channel Ridge_NRDA-4044"
"St. Andrew","NRDA-4044","South Channel Ridge",5,"Summer",57.77,15,3.85133333333333,58,"South Channel Ridge_NRDA-4044"
"St. Andrew","NRDA-4044","South Channel Ridge",7,"Summer",38.45,15,2.56333333333333,38,"South Channel Ridge_NRDA-4044"
"St. Andrew","NRDA-4044","West Bay Point",10,"Winter",85.06,30,2.83533333333333,85,"West Bay Point_NRDA-4044"
"St. Andrew","NRDA-4044","West Bay Point",5,"Summer",130.96,30,4.36533333333333,131,"West Bay Point_NRDA-4044"
"St. Andrew","NRDA-4044","West Bay Point",7,"Summer",136.83,30,4.561,137,"West Bay Point_NRDA-4044"
